Sampling rate: 250Hz, SamplingInterval: 4ms
Type, Description, Position, Length, Channel
Pulse Artifact, R, 1739158, 1, ECG
Pulse Artifact, R, 1739386, 1, ECG
Pulse Artifact, R, 1739619, 1, ECG
Pulse Artifact, R, 1739899, 1, ECG
Pulse Artifact, R, 1740368, 1, ECG
Pulse Artifact, R, 1740629, 1, ECG
Pulse Artifact, R, 1740876, 1, ECG
Pulse Artifact, R, 1741123, 1, ECG
Pulse Artifact, R, 1741355, 1, ECG
Pulse Artifact, R, 1741600, 1, ECG
Pulse Artifact, R, 1741887, 1, ECG
Pulse Artifact, R, 1742137, 1, ECG
Pulse Artifact, R, 1742387, 1, ECG
Pulse Artifact, R, 1742615, 1, ECG
Pulse Artifact, R, 1742870, 1, ECG
Pulse Artifact, R, 1743148, 1, ECG
Pulse Artifact, R, 1743618, 1, ECG
Pulse Artifact, R, 1743892, 1, ECG
Pulse Artifact, R, 1744146, 1, ECG
Pulse Artifact, R, 1744392, 1, ECG
Pulse Artifact, R, 1744623, 1, ECG
Pulse Artifact, R, 1744894, 1, ECG
Pulse Artifact, R, 1745165, 1, ECG
Pulse Artifact, R, 1745423, 1, ECG
Pulse Artifact, R, 1745649, 1, ECG
Pulse Artifact, R, 1745905, 1, ECG
Pulse Artifact, R, 1746159, 1, ECG
Pulse Artifact, R, 1746405, 1, ECG
Pulse Artifact, R, 1746642, 1, ECG
Pulse Artifact, R, 1746909, 1, ECG
Pulse Artifact, R, 1747394, 1, ECG
Pulse Artifact, R, 1747651, 1, ECG
Pulse Artifact, R, 1747911, 1, ECG
Pulse Artifact, R, 1748177, 1, ECG
Pulse Artifact, R, 1748410, 1, ECG
Pulse Artifact, R, 1748670, 1, ECG
Pulse Artifact, R, 1748912, 1, ECG
Pulse Artifact, R, 1749157, 1, ECG
Pulse Artifact, R, 1749387, 1, ECG
Pulse Artifact, R, 1749893, 1, ECG
Pulse Artifact, R, 1750141, 1, ECG
Pulse Artifact, R, 1750394, 1, ECG
Pulse Artifact, R, 1750678, 1, ECG
Pulse Artifact, R, 1751145, 1, ECG
Pulse Artifact, R, 1751403, 1, ECG
Pulse Artifact, R, 1751640, 1, ECG
Pulse Artifact, R, 1751888, 1, ECG
Pulse Artifact, R, 1752115, 1, ECG
Pulse Artifact, R, 1752374, 1, ECG
Pulse Artifact, R, 1752645, 1, ECG
Pulse Artifact, R, 1752888, 1, ECG
Pulse Artifact, R, 1753119, 1, ECG
Pulse Artifact, R, 1753612, 1, ECG
Pulse Artifact, R, 1753866, 1, ECG
Pulse Artifact, R, 1754102, 1, ECG
Pulse Artifact, R, 1754358, 1, ECG
Pulse Artifact, R, 1754605, 1, ECG
Pulse Artifact, R, 1754834, 1, ECG
Pulse Artifact, R, 1755080, 1, ECG
Pulse Artifact, R, 1755340, 1, ECG
Pulse Artifact, R, 1755588, 1, ECG
Pulse Artifact, R, 1755822, 1, ECG
Pulse Artifact, R, 1756078, 1, ECG
Pulse Artifact, R, 1756336, 1, ECG
Pulse Artifact, R, 1756587, 1, ECG
Pulse Artifact, R, 1756822, 1, ECG
Pulse Artifact, R, 1757072, 1, ECG
Pulse Artifact, R, 1757336, 1, ECG
Pulse Artifact, R, 1757590, 1, ECG
Pulse Artifact, R, 1757820, 1, ECG
Pulse Artifact, R, 1758078, 1, ECG
Pulse Artifact, R, 1758341, 1, ECG
Pulse Artifact, R, 1758589, 1, ECG
Pulse Artifact, R, 1758821, 1, ECG
Pulse Artifact, R, 1759079, 1, ECG
Pulse Artifact, R, 1759334, 1, ECG
Pulse Artifact, R, 1759570, 1, ECG
Pulse Artifact, R, 1759820, 1, ECG
Pulse Artifact, R, 1760078, 1, ECG
Pulse Artifact, R, 1760336, 1, ECG
Pulse Artifact, R, 1760569, 1, ECG
Pulse Artifact, R, 1760828, 1, ECG
Pulse Artifact, R, 1761086, 1, ECG
Pulse Artifact, R, 1761332, 1, ECG
Pulse Artifact, R, 1761562, 1, ECG
Pulse Artifact, R, 1761811, 1, ECG
Pulse Artifact, R, 1762068, 1, ECG
Pulse Artifact, R, 1762314, 1, ECG
Pulse Artifact, R, 1762547, 1, ECG
Pulse Artifact, R, 1762794, 1, ECG
Pulse Artifact, R, 1763051, 1, ECG
Pulse Artifact, R, 1763303, 1, ECG
Pulse Artifact, R, 1763535, 1, ECG
Pulse Artifact, R, 1763797, 1, ECG
Pulse Artifact, R, 1764058, 1, ECG
Pulse Artifact, R, 1764301, 1, ECG
Pulse Artifact, R, 1764539, 1, ECG
Pulse Artifact, R, 1764807, 1, ECG
Pulse Artifact, R, 1765069, 1, ECG
Pulse Artifact, R, 1765318, 1, ECG
Pulse Artifact, R, 1765553, 1, ECG
Pulse Artifact, R, 1765817, 1, ECG
Pulse Artifact, R, 1766078, 1, ECG
Pulse Artifact, R, 1766321, 1, ECG
Pulse Artifact, R, 1766551, 1, ECG
Pulse Artifact, R, 1766807, 1, ECG
Pulse Artifact, R, 1767067, 1, ECG
Pulse Artifact, R, 1767310, 1, ECG
Pulse Artifact, R, 1767541, 1, ECG
Pulse Artifact, R, 1767801, 1, ECG
Pulse Artifact, R, 1768060, 1, ECG
Pulse Artifact, R, 1768304, 1, ECG
Pulse Artifact, R, 1768542, 1, ECG
Pulse Artifact, R, 1768801, 1, ECG
Pulse Artifact, R, 1769062, 1, ECG
Pulse Artifact, R, 1769300, 1, ECG
Pulse Artifact, R, 1769549, 1, ECG
Pulse Artifact, R, 1769811, 1, ECG
Pulse Artifact, R, 1770066, 1, ECG
Pulse Artifact, R, 1770301, 1, ECG
Pulse Artifact, R, 1770554, 1, ECG
Pulse Artifact, R, 1770814, 1, ECG
Pulse Artifact, R, 1771050, 1, ECG
Pulse Artifact, R, 1771283, 1, ECG
Pulse Artifact, R, 1771520, 1, ECG
Pulse Artifact, R, 1771753, 1, ECG
Pulse Artifact, R, 1771967, 1, ECG
Pulse Artifact, R, 1772421, 1, ECG
Pulse Artifact, R, 1772784, 1, ECG
Pulse Artifact, R, 1773168, 1, ECG
Pulse Artifact, R, 1773369, 1, ECG
Pulse Artifact, R, 1773768, 1, ECG
Pulse Artifact, R, 1773976, 1, ECG
Pulse Artifact, R, 1774209, 1, ECG
Pulse Artifact, R, 1774445, 1, ECG
Pulse Artifact, R, 1774649, 1, ECG
Pulse Artifact, R, 1774881, 1, ECG
Pulse Artifact, R, 1775140, 1, ECG
Pulse Artifact, R, 1775386, 1, ECG
Pulse Artifact, R, 1775856, 1, ECG
Pulse Artifact, R, 1776083, 1, ECG
Pulse Artifact, R, 1776335, 1, ECG
Pulse Artifact, R, 1776770, 1, ECG
Pulse Artifact, R, 1777002, 1, ECG
Pulse Artifact, R, 1777215, 1, ECG
Pulse Artifact, R, 1777425, 1, ECG
Pulse Artifact, R, 1777633, 1, ECG
Pulse Artifact, R, 1777832, 1, ECG
Pulse Artifact, R, 1778053, 1, ECG
Pulse Artifact, R, 1778291, 1, ECG
Pulse Artifact, R, 1778678, 1, ECG
Pulse Artifact, R, 1778883, 1, ECG
Pulse Artifact, R, 1779096, 1, ECG
Pulse Artifact, R, 1779299, 1, ECG
Pulse Artifact, R, 1779499, 1, ECG
Pulse Artifact, R, 1779754, 1, ECG
Pulse Artifact, R, 1780191, 1, ECG
Pulse Artifact, R, 1780431, 1, ECG
Pulse Artifact, R, 1780692, 1, ECG
Pulse Artifact, R, 1781145, 1, ECG
Pulse Artifact, R, 1781402, 1, ECG
Pulse Artifact, R, 1781625, 1, ECG
Pulse Artifact, R, 1781885, 1, ECG
Pulse Artifact, R, 1782172, 1, ECG
Pulse Artifact, R, 1782588, 1, ECG
Pulse Artifact, R, 1782821, 1, ECG
Pulse Artifact, R, 1783029, 1, ECG
Pulse Artifact, R, 1783275, 1, ECG
Pulse Artifact, R, 1783751, 1, ECG
Pulse Artifact, R, 1783974, 1, ECG
Pulse Artifact, R, 1784236, 1, ECG
Pulse Artifact, R, 1784699, 1, ECG
Pulse Artifact, R, 1784935, 1, ECG
Pulse Artifact, R, 1785151, 1, ECG
Pulse Artifact, R, 1785415, 1, ECG
Pulse Artifact, R, 1785839, 1, ECG
Pulse Artifact, R, 1786072, 1, ECG
Pulse Artifact, R, 1786283, 1, ECG
Pulse Artifact, R, 1786570, 1, ECG
Pulse Artifact, R, 1786851, 1, ECG
Pulse Artifact, R, 1787296, 1, ECG
Pulse Artifact, R, 1787495, 1, ECG
Pulse Artifact, R, 1787705, 1, ECG
Pulse Artifact, R, 1787917, 1, ECG
Pulse Artifact, R, 1788122, 1, ECG
Pulse Artifact, R, 1788345, 1, ECG
Pulse Artifact, R, 1788579, 1, ECG
Pulse Artifact, R, 1788795, 1, ECG
Pulse Artifact, R, 1789001, 1, ECG
Pulse Artifact, R, 1789846, 1, ECG
Pulse Artifact, R, 1790247, 1, ECG
Pulse Artifact, R, 1790437, 1, ECG
Pulse Artifact, R, 1790637, 1, ECG
Pulse Artifact, R, 1790855, 1, ECG
Pulse Artifact, R, 1791067, 1, ECG
Pulse Artifact, R, 1791271, 1, ECG
Pulse Artifact, R, 1791496, 1, ECG
Pulse Artifact, R, 1791762, 1, ECG
Pulse Artifact, R, 1792178, 1, ECG
Pulse Artifact, R, 1792428, 1, ECG
Pulse Artifact, R, 1792647, 1, ECG
Pulse Artifact, R, 1792913, 1, ECG
Pulse Artifact, R, 1793368, 1, ECG
Pulse Artifact, R, 1793590, 1, ECG
Pulse Artifact, R, 1793795, 1, ECG
Pulse Artifact, R, 1794212, 1, ECG
Pulse Artifact, R, 1794469, 1, ECG
Pulse Artifact, R, 1794786, 1, ECG
Pulse Artifact, R, 1795512, 1, ECG
Pulse Artifact, R, 1795725, 1, ECG
Pulse Artifact, R, 1795948, 1, ECG
Pulse Artifact, R, 1796154, 1, ECG
Pulse Artifact, R, 1796387, 1, ECG
Pulse Artifact, R, 1796828, 1, ECG
Pulse Artifact, R, 1797121, 1, ECG
Pulse Artifact, R, 1797569, 1, ECG
Pulse Artifact, R, 1797817, 1, ECG
Pulse Artifact, R, 1798066, 1, ECG
Pulse Artifact, R, 1798317, 1, ECG
Pulse Artifact, R, 1798765, 1, ECG
Pulse Artifact, R, 1799012, 1, ECG
Pulse Artifact, R, 1799224, 1, ECG
Pulse Artifact, R, 1799441, 1, ECG
Pulse Artifact, R, 1799652, 1, ECG
Pulse Artifact, R, 1799888, 1, ECG
Pulse Artifact, R, 1800352, 1, ECG
Pulse Artifact, R, 1800622, 1, ECG
Pulse Artifact, R, 1800851, 1, ECG
Pulse Artifact, R, 1801079, 1, ECG
Pulse Artifact, R, 1801343, 1, ECG
Pulse Artifact, R, 1801610, 1, ECG
Pulse Artifact, R, 1802048, 1, ECG
Pulse Artifact, R, 1802315, 1, ECG
Pulse Artifact, R, 1802563, 1, ECG
Pulse Artifact, R, 1802818, 1, ECG
Pulse Artifact, R, 1803516, 1, ECG
Pulse Artifact, R, 1803761, 1, ECG
Pulse Artifact, R, 1803986, 1, ECG
Pulse Artifact, R, 1804241, 1, ECG
Pulse Artifact, R, 1804505, 1, ECG
Pulse Artifact, R, 1804937, 1, ECG
Pulse Artifact, R, 1805163, 1, ECG
Pulse Artifact, R, 1805673, 1, ECG
Pulse Artifact, R, 1806092, 1, ECG
Pulse Artifact, R, 1806314, 1, ECG
Pulse Artifact, R, 1806740, 1, ECG
Pulse Artifact, R, 1806949, 1, ECG
Pulse Artifact, R, 1807946, 1, ECG
Pulse Artifact, R, 1808173, 1, ECG
Pulse Artifact, R, 1808379, 1, ECG
Pulse Artifact, R, 1808575, 1, ECG
Pulse Artifact, R, 1808786, 1, ECG
Pulse Artifact, R, 1808995, 1, ECG
Pulse Artifact, R, 1809194, 1, ECG
Pulse Artifact, R, 1809398, 1, ECG
Pulse Artifact, R, 1809613, 1, ECG
Pulse Artifact, R, 1810019, 1, ECG
Pulse Artifact, R, 1810250, 1, ECG
Pulse Artifact, R, 1810505, 1, ECG
Pulse Artifact, R, 1810932, 1, ECG
Pulse Artifact, R, 1811178, 1, ECG
Pulse Artifact, R, 1811416, 1, ECG
Pulse Artifact, R, 1811660, 1, ECG
Pulse Artifact, R, 1811878, 1, ECG
Pulse Artifact, R, 1812365, 1, ECG
Pulse Artifact, R, 1812821, 1, ECG
Pulse Artifact, R, 1813063, 1, ECG
Pulse Artifact, R, 1813299, 1, ECG
Pulse Artifact, R, 1813546, 1, ECG
Pulse Artifact, R, 1813769, 1, ECG
Pulse Artifact, R, 1813988, 1, ECG
Pulse Artifact, R, 1814232, 1, ECG
Pulse Artifact, R, 1814661, 1, ECG
Pulse Artifact, R, 1814893, 1, ECG
Pulse Artifact, R, 1815131, 1, ECG
Pulse Artifact, R, 1815385, 1, ECG
Pulse Artifact, R, 1815629, 1, ECG
Pulse Artifact, R, 1815854, 1, ECG
Pulse Artifact, R, 1816055, 1, ECG
Pulse Artifact, R, 1816259, 1, ECG
Pulse Artifact, R, 1816451, 1, ECG
Pulse Artifact, R, 1816647, 1, ECG
Pulse Artifact, R, 1816854, 1, ECG
Pulse Artifact, R, 1817045, 1, ECG
Pulse Artifact, R, 1817250, 1, ECG
Pulse Artifact, R, 1817516, 1, ECG
Pulse Artifact, R, 1817737, 1, ECG
Pulse Artifact, R, 1817954, 1, ECG
Pulse Artifact, R, 1818173, 1, ECG
Pulse Artifact, R, 1818414, 1, ECG
Pulse Artifact, R, 1818831, 1, ECG
Pulse Artifact, R, 1819109, 1, ECG
Pulse Artifact, R, 1819537, 1, ECG
Pulse Artifact, R, 1819776, 1, ECG
Pulse Artifact, R, 1820017, 1, ECG
Pulse Artifact, R, 1820455, 1, ECG
Pulse Artifact, R, 1820720, 1, ECG
Pulse Artifact, R, 1820945, 1, ECG
Pulse Artifact, R, 1821161, 1, ECG
Pulse Artifact, R, 1821446, 1, ECG
Pulse Artifact, R, 1821890, 1, ECG
Pulse Artifact, R, 1822133, 1, ECG
Pulse Artifact, R, 1822347, 1, ECG
Pulse Artifact, R, 1822580, 1, ECG
Pulse Artifact, R, 1822862, 1, ECG
Pulse Artifact, R, 1823287, 1, ECG
Pulse Artifact, R, 1823510, 1, ECG
Pulse Artifact, R, 1823742, 1, ECG
Pulse Artifact, R, 1824004, 1, ECG
Pulse Artifact, R, 1824469, 1, ECG
Pulse Artifact, R, 1824692, 1, ECG
Pulse Artifact, R, 1825144, 1, ECG
Pulse Artifact, R, 1825599, 1, ECG
Pulse Artifact, R, 1825844, 1, ECG
Pulse Artifact, R, 1826089, 1, ECG
Pulse Artifact, R, 1826344, 1, ECG
Pulse Artifact, R, 1826561, 1, ECG
Pulse Artifact, R, 1826769, 1, ECG
Pulse Artifact, R, 1826986, 1, ECG
Pulse Artifact, R, 1827225, 1, ECG
Pulse Artifact, R, 1827427, 1, ECG
Pulse Artifact, R, 1827704, 1, ECG
Pulse Artifact, R, 1828125, 1, ECG
Pulse Artifact, R, 1828848, 1, ECG
Pulse Artifact, R, 1829057, 1, ECG
Pulse Artifact, R, 1829269, 1, ECG
Pulse Artifact, R, 1829464, 1, ECG
Pulse Artifact, R, 1829671, 1, ECG
Pulse Artifact, R, 1829910, 1, ECG
Pulse Artifact, R, 1830161, 1, ECG
Pulse Artifact, R, 1830401, 1, ECG
Pulse Artifact, R, 1830625, 1, ECG
Pulse Artifact, R, 1831075, 1, ECG
Pulse Artifact, R, 1831352, 1, ECG
Pulse Artifact, R, 1831608, 1, ECG
Pulse Artifact, R, 1831854, 1, ECG
Pulse Artifact, R, 1832108, 1, ECG
Pulse Artifact, R, 1832590, 1, ECG
Pulse Artifact, R, 1832852, 1, ECG
Pulse Artifact, R, 1833104, 1, ECG
Pulse Artifact, R, 1833351, 1, ECG
Pulse Artifact, R, 1833583, 1, ECG
Pulse Artifact, R, 1834032, 1, ECG
Pulse Artifact, R, 1834267, 1, ECG
Pulse Artifact, R, 1835346, 1, ECG
Pulse Artifact, R, 1835958, 1, ECG
Pulse Artifact, R, 1836200, 1, ECG
Pulse Artifact, R, 1837272, 1, ECG
Pulse Artifact, R, 1837495, 1, ECG
Pulse Artifact, R, 1838709, 1, ECG
Pulse Artifact, R, 1838901, 1, ECG
Pulse Artifact, R, 1839282, 1, ECG
Pulse Artifact, R, 1839484, 1, ECG
Pulse Artifact, R, 1839693, 1, ECG
Pulse Artifact, R, 1839897, 1, ECG
Pulse Artifact, R, 1840100, 1, ECG
Pulse Artifact, R, 1840309, 1, ECG
Pulse Artifact, R, 1840529, 1, ECG
Pulse Artifact, R, 1840751, 1, ECG
Pulse Artifact, R, 1840993, 1, ECG
Pulse Artifact, R, 1841424, 1, ECG
Pulse Artifact, R, 1841664, 1, ECG
Pulse Artifact, R, 1841887, 1, ECG
Pulse Artifact, R, 1842124, 1, ECG
Pulse Artifact, R, 1842364, 1, ECG
Pulse Artifact, R, 1842615, 1, ECG
Pulse Artifact, R, 1843317, 1, ECG
Pulse Artifact, R, 1843539, 1, ECG
Pulse Artifact, R, 1843769, 1, ECG
Pulse Artifact, R, 1844187, 1, ECG
Pulse Artifact, R, 1844419, 1, ECG
Pulse Artifact, R, 1844648, 1, ECG
Pulse Artifact, R, 1844867, 1, ECG
Pulse Artifact, R, 1845079, 1, ECG
Pulse Artifact, R, 1845532, 1, ECG
Pulse Artifact, R, 1845812, 1, ECG
Pulse Artifact, R, 1846046, 1, ECG
Pulse Artifact, R, 1846273, 1, ECG
Pulse Artifact, R, 1846742, 1, ECG
Pulse Artifact, R, 1847020, 1, ECG
Pulse Artifact, R, 1847274, 1, ECG
Pulse Artifact, R, 1847508, 1, ECG
Pulse Artifact, R, 1847752, 1, ECG
Pulse Artifact, R, 1848228, 1, ECG
Pulse Artifact, R, 1848482, 1, ECG
Pulse Artifact, R, 1848701, 1, ECG
Pulse Artifact, R, 1848942, 1, ECG
Pulse Artifact, R, 1849204, 1, ECG
Pulse Artifact, R, 1849449, 1, ECG
Pulse Artifact, R, 1849913, 1, ECG
Pulse Artifact, R, 1850158, 1, ECG
Pulse Artifact, R, 1850396, 1, ECG
Pulse Artifact, R, 1850645, 1, ECG
Pulse Artifact, R, 1850899, 1, ECG
Pulse Artifact, R, 1851152, 1, ECG
Pulse Artifact, R, 1851384, 1, ECG
Pulse Artifact, R, 1851861, 1, ECG
Pulse Artifact, R, 1852127, 1, ECG
Pulse Artifact, R, 1852346, 1, ECG
Pulse Artifact, R, 1852561, 1, ECG
Pulse Artifact, R, 1852782, 1, ECG
Pulse Artifact, R, 1853008, 1, ECG
Pulse Artifact, R, 1853210, 1, ECG
Pulse Artifact, R, 1853423, 1, ECG
Pulse Artifact, R, 1853726, 1, ECG
Pulse Artifact, R, 1854202, 1, ECG
Pulse Artifact, R, 1854480, 1, ECG
Pulse Artifact, R, 1854741, 1, ECG
Pulse Artifact, R, 1854992, 1, ECG
Pulse Artifact, R, 1855228, 1, ECG
Pulse Artifact, R, 1855482, 1, ECG
Pulse Artifact, R, 1855738, 1, ECG
Pulse Artifact, R, 1856220, 1, ECG
Pulse Artifact, R, 1856476, 1, ECG
Pulse Artifact, R, 1856697, 1, ECG
Pulse Artifact, R, 1856935, 1, ECG
Pulse Artifact, R, 1857184, 1, ECG
Pulse Artifact, R, 1857445, 1, ECG
Pulse Artifact, R, 1857676, 1, ECG
Pulse Artifact, R, 1857920, 1, ECG
Pulse Artifact, R, 1858398, 1, ECG
Pulse Artifact, R, 1858654, 1, ECG
Pulse Artifact, R, 1858878, 1, ECG
Pulse Artifact, R, 1859124, 1, ECG
Pulse Artifact, R, 1859377, 1, ECG
Pulse Artifact, R, 1859619, 1, ECG
Pulse Artifact, R, 1859852, 1, ECG
Pulse Artifact, R, 1860113, 1, ECG
Pulse Artifact, R, 1860356, 1, ECG
Pulse Artifact, R, 1860602, 1, ECG
Pulse Artifact, R, 1860829, 1, ECG
Pulse Artifact, R, 1861061, 1, ECG
Pulse Artifact, R, 1861305, 1, ECG
Pulse Artifact, R, 1861544, 1, ECG
Pulse Artifact, R, 1861771, 1, ECG
Pulse Artifact, R, 1862277, 1, ECG
Pulse Artifact, R, 1862527, 1, ECG
Pulse Artifact, R, 1862764, 1, ECG
Pulse Artifact, R, 1863274, 1, ECG
Pulse Artifact, R, 1863530, 1, ECG
Pulse Artifact, R, 1863759, 1, ECG
Pulse Artifact, R, 1864006, 1, ECG
Pulse Artifact, R, 1864237, 1, ECG
Pulse Artifact, R, 1864462, 1, ECG
Pulse Artifact, R, 1864679, 1, ECG
Pulse Artifact, R, 1865349, 1, ECG
Pulse Artifact, R, 1865562, 1, ECG
Pulse Artifact, R, 1865791, 1, ECG
Pulse Artifact, R, 1866022, 1, ECG
Pulse Artifact, R, 1866230, 1, ECG
Pulse Artifact, R, 1866456, 1, ECG
Pulse Artifact, R, 1866715, 1, ECG
Pulse Artifact, R, 1866959, 1, ECG
Pulse Artifact, R, 1867191, 1, ECG
Pulse Artifact, R, 1867662, 1, ECG
Pulse Artifact, R, 1867918, 1, ECG
Pulse Artifact, R, 1868150, 1, ECG
Pulse Artifact, R, 1868387, 1, ECG
Pulse Artifact, R, 1868652, 1, ECG
Pulse Artifact, R, 1868896, 1, ECG
Pulse Artifact, R, 1869142, 1, ECG
Pulse Artifact, R, 1869396, 1, ECG
Pulse Artifact, R, 1869637, 1, ECG
Pulse Artifact, R, 1869872, 1, ECG
Pulse Artifact, R, 1870125, 1, ECG
Pulse Artifact, R, 1870376, 1, ECG
Pulse Artifact, R, 1870616, 1, ECG
Pulse Artifact, R, 1870836, 1, ECG
Pulse Artifact, R, 1871067, 1, ECG
Pulse Artifact, R, 1871299, 1, ECG
Pulse Artifact, R, 1871575, 1, ECG
Pulse Artifact, R, 1871837, 1, ECG
Pulse Artifact, R, 1872300, 1, ECG
Pulse Artifact, R, 1872570, 1, ECG
Pulse Artifact, R, 1872824, 1, ECG
Pulse Artifact, R, 1873077, 1, ECG
Pulse Artifact, R, 1873321, 1, ECG
Pulse Artifact, R, 1873833, 1, ECG
Pulse Artifact, R, 1874103, 1, ECG
Pulse Artifact, R, 1874336, 1, ECG
Pulse Artifact, R, 1874590, 1, ECG
Pulse Artifact, R, 1874872, 1, ECG
Pulse Artifact, R, 1875134, 1, ECG
Pulse Artifact, R, 1875367, 1, ECG
Pulse Artifact, R, 1875628, 1, ECG
Pulse Artifact, R, 1876125, 1, ECG
Pulse Artifact, R, 1876387, 1, ECG
Pulse Artifact, R, 1876606, 1, ECG
Pulse Artifact, R, 1876840, 1, ECG
Pulse Artifact, R, 1877076, 1, ECG
Pulse Artifact, R, 1877296, 1, ECG
Pulse Artifact, R, 1877528, 1, ECG
Pulse Artifact, R, 1878032, 1, ECG
Pulse Artifact, R, 1878276, 1, ECG
Pulse Artifact, R, 1878507, 1, ECG
Pulse Artifact, R, 1878784, 1, ECG
Pulse Artifact, R, 1879262, 1, ECG
Pulse Artifact, R, 1879507, 1, ECG
Pulse Artifact, R, 1879779, 1, ECG
Pulse Artifact, R, 1880039, 1, ECG
Pulse Artifact, R, 1880283, 1, ECG
Pulse Artifact, R, 1880528, 1, ECG
Pulse Artifact, R, 1880758, 1, ECG
Pulse Artifact, R, 1881029, 1, ECG
Pulse Artifact, R, 1881514, 1, ECG
Pulse Artifact, R, 1881772, 1, ECG
Pulse Artifact, R, 1881991, 1, ECG
Pulse Artifact, R, 1882213, 1, ECG
Pulse Artifact, R, 1882487, 1, ECG
Pulse Artifact, R, 1882914, 1, ECG
Pulse Artifact, R, 1883203, 1, ECG
Pulse Artifact, R, 1883667, 1, ECG
Pulse Artifact, R, 1883904, 1, ECG
Pulse Artifact, R, 1884160, 1, ECG
Pulse Artifact, R, 1884428, 1, ECG
Pulse Artifact, R, 1884652, 1, ECG
Pulse Artifact, R, 1884879, 1, ECG
Pulse Artifact, R, 1885334, 1, ECG
Pulse Artifact, R, 1885595, 1, ECG
Pulse Artifact, R, 1885829, 1, ECG
Pulse Artifact, R, 1886107, 1, ECG
Pulse Artifact, R, 1886391, 1, ECG
Pulse Artifact, R, 1886619, 1, ECG
Pulse Artifact, R, 1886854, 1, ECG
Pulse Artifact, R, 1887317, 1, ECG
Pulse Artifact, R, 1887579, 1, ECG
Pulse Artifact, R, 1887801, 1, ECG
Pulse Artifact, R, 1888076, 1, ECG
Pulse Artifact, R, 1888308, 1, ECG
Pulse Artifact, R, 1888536, 1, ECG
Pulse Artifact, R, 1888769, 1, ECG
Pulse Artifact, R, 1889058, 1, ECG
Pulse Artifact, R, 1889384, 1, ECG
Pulse Artifact, R, 1889663, 1, ECG
Pulse Artifact, R, 1889967, 1, ECG
Pulse Artifact, R, 1890285, 1, ECG
Pulse Artifact, R, 1890567, 1, ECG
Pulse Artifact, R, 1890857, 1, ECG
Pulse Artifact, R, 1891140, 1, ECG
Pulse Artifact, R, 1891407, 1, ECG
Pulse Artifact, R, 1891691, 1, ECG
Pulse Artifact, R, 1891987, 1, ECG
Pulse Artifact, R, 1892272, 1, ECG
Pulse Artifact, R, 1892527, 1, ECG
Pulse Artifact, R, 1892814, 1, ECG
Pulse Artifact, R, 1893096, 1, ECG
Pulse Artifact, R, 1893366, 1, ECG
Pulse Artifact, R, 1893622, 1, ECG
Pulse Artifact, R, 1893897, 1, ECG
Pulse Artifact, R, 1894177, 1, ECG
Pulse Artifact, R, 1894438, 1, ECG
Pulse Artifact, R, 1894698, 1, ECG
Pulse Artifact, R, 1894971, 1, ECG
Pulse Artifact, R, 1895239, 1, ECG
Pulse Artifact, R, 1895482, 1, ECG
Pulse Artifact, R, 1895748, 1, ECG
Pulse Artifact, R, 1896017, 1, ECG
Pulse Artifact, R, 1896279, 1, ECG
Pulse Artifact, R, 1896521, 1, ECG
Pulse Artifact, R, 1896783, 1, ECG
Pulse Artifact, R, 1897041, 1, ECG
Pulse Artifact, R, 1897285, 1, ECG
Pulse Artifact, R, 1897509, 1, ECG
Pulse Artifact, R, 1897779, 1, ECG
Pulse Artifact, R, 1898038, 1, ECG
Pulse Artifact, R, 1898501, 1, ECG
Pulse Artifact, R, 1898744, 1, ECG
Pulse Artifact, R, 1898988, 1, ECG
Pulse Artifact, R, 1899237, 1, ECG
Pulse Artifact, R, 1899457, 1, ECG
Pulse Artifact, R, 1899703, 1, ECG
Pulse Artifact, R, 1899980, 1, ECG
Pulse Artifact, R, 1900438, 1, ECG
Pulse Artifact, R, 1900692, 1, ECG
Pulse Artifact, R, 1900928, 1, ECG
Pulse Artifact, R, 1901165, 1, ECG
Pulse Artifact, R, 1901390, 1, ECG
Pulse Artifact, R, 1901618, 1, ECG
Pulse Artifact, R, 1901859, 1, ECG
Pulse Artifact, R, 1902102, 1, ECG
Pulse Artifact, R, 1902324, 1, ECG
Pulse Artifact, R, 1902548, 1, ECG
Pulse Artifact, R, 1902792, 1, ECG
Pulse Artifact, R, 1903031, 1, ECG
Pulse Artifact, R, 1903254, 1, ECG
Pulse Artifact, R, 1903485, 1, ECG
Pulse Artifact, R, 1903731, 1, ECG
Pulse Artifact, R, 1903975, 1, ECG
Pulse Artifact, R, 1904201, 1, ECG
Pulse Artifact, R, 1904420, 1, ECG
Pulse Artifact, R, 1904663, 1, ECG
Pulse Artifact, R, 1904909, 1, ECG
Pulse Artifact, R, 1905140, 1, ECG
Pulse Artifact, R, 1905367, 1, ECG
Pulse Artifact, R, 1905630, 1, ECG
Pulse Artifact, R, 1905883, 1, ECG
Pulse Artifact, R, 1906125, 1, ECG
Pulse Artifact, R, 1906337, 1, ECG
Pulse Artifact, R, 1906580, 1, ECG
Pulse Artifact, R, 1906852, 1, ECG
Pulse Artifact, R, 1907078, 1, ECG
Pulse Artifact, R, 1907291, 1, ECG
Pulse Artifact, R, 1907540, 1, ECG
Pulse Artifact, R, 1907795, 1, ECG
Pulse Artifact, R, 1908041, 1, ECG
Pulse Artifact, R, 1908263, 1, ECG
